draw,date,shift,demand_sample,total_cost,coverage_rate,shortfall
143,2025-10-29,night,56.907333461730744,1036.0,1.0,0.0
144,2025-10-29,evening,31.562437862965993,568.0,1.0,0.0
144,2025-10-29,morning,29.03145480767849,568.0,1.0,0.0
144,2025-10-29,night,4.263376319531227,284.0,1.0,0.0
145,2025-10-29,evening,61.67200513778086,1036.0,1.0,0.0
145,2025-10-29,morning,17.96906909611337,376.0,1.0,0.0
145,2025-10-29,night,27.34012820235904,568.0,1.0,0.0
146,2025-10-29,evening,38.39034825221701,660.0,1.0,0.0
146,2025-10-29,morning,59.34719445754325,1036.0,1.0,0.0
146,2025-10-29,night,49.03612706078697,944.0,1.0,0.0
147,2025-10-29,evening,74.69338942134289,1320.0,1.0,0.0
147,2025-10-29,morning,70.65218866547256,1128.0,1.0,0.0
147,2025-10-29,night,13.36317590980693,284.0,1.0,0.0
148,2025-10-29,evening,64.44475287785255,1128.0,1.0,0.0
148,2025-10-29,morning,50.164534847066236,944.0,1.0,0.0
148,2025-10-29,night,30.738240410022193,568.0,1.0,0.0
149,2025-10-29,evening,67.83674712688163,1128.0,1.0,0.0
149,2025-10-29,morning,35.40061246795362,660.0,1.0,0.0
149,2025-10-29,night,25.78023447391952,568.0,1.0,0.0
150,2025-10-29,evening,55.89906248683724,944.0,1.0,0.0
150,2025-10-29,morning,30.07136331194192,568.0,1.0,0.0
150,2025-10-29,night,48.22885870638273,944.0,1.0,0.0
151,2025-10-29,evening,58.70653199648774,1036.0,1.0,0.0
151,2025-10-29,morning,64.82546615408312,1128.0,1.0,0.0
151,2025-10-29,night,25.676444093467467,568.0,1.0,0.0
152,2025-10-29,evening,50.3010225266751,944.0,1.0,0.0
152,2025-10-29,morning,11.504523374059882,284.0,1.0,0.0
152,2025-10-29,night,10.812255543833691,284.0,1.0,0.0
153,2025-10-29,evening,66.10913003934768,1128.0,1.0,0.0
153,2025-10-29,morning,42.368030348635614,752.0,1.0,0.0
153,2025-10-29,night,21.287528263283498,376.0,1.0,0.0
154,2025-10-29,evening,29.434961315429597,568.0,1.0,0.0
154,2025-10-29,morning,62.08621439671718,1036.0,1.0,0.0
154,2025-10-29,night,45.28538695879222,752.0,1.0,0.0
155,2025-10-29,evening,35.5236370345545,660.0,1.0,0.0
155,2025-10-29,morning,32.33818713003744,660.0,1.0,0.0
155,2025-10-29,night,22.54301038109574,376.0,1.0,0.0
156,2025-10-29,evening,62.74608898703802,1036.0,1.0,0.0
156,2025-10-29,morning,45.02117169986886,752.0,1.0,0.0
156,2025-10-29,night,31.49419662143451,568.0,1.0,0.0
157,2025-10-29,evening,81.21451235836973,1412.0,1.0,0.0
157,2025-10-29,morning,46.07473306638171,752.0,1.0,0.0
157,2025-10-29,night,24.79855277011317,568.0,1.0,0.0
158,2025-10-29,evening,63.61382442943366,1036.0,1.0,0.0
158,2025-10-29,morning,44.01483998894186,752.0,1.0,0.0
158,2025-10-29,night,4.121037101603159,284.0,1.0,0.0
159,2025-10-29,evening,28.355755495555552,568.0,1.0,0.0
159,2025-10-29,morning,27.10618935618291,568.0,1.0,0.0
159,2025-10-29,night,3.880793009744163,200.0,1.0,0.0
160,2025-10-29,evening,81.87390792724365,1412.0,1.0,0.0
160,2025-10-29,morning,47.65308868589091,752.0,1.0,0.0
160,2025-10-29,night,51.021336761281,944.0,1.0,0.0
161,2025-10-29,evening,52.93046080071547,944.0,1.0,0.0
161,2025-10-29,morning,42.382968696363704,752.0,1.0,0.0
161,2025-10-29,night,35.33581928429647,660.0,1.0,0.0
162,2025-10-29,evening,61.41675325718076,1036.0,1.0,0.0
162,2025-10-29,morning,21.368153039232233,376.0,1.0,0.0
162,2025-10-29,night,20.990151506142794,376.0,1.0,0.0
163,2025-10-29,evening,55.593376130444014,944.0,1.0,0.0
163,2025-10-29,morning,57.37995618567207,1036.0,1.0,0.0
163,2025-10-29,night,26.796790522611197,568.0,1.0,0.0
164,2025-10-29,evening,52.20893231052111,944.0,1.0,0.0
164,2025-10-29,morning,26.70153653947481,568.0,1.0,0.0
164,2025-10-29,night,13.151674861998186,284.0,1.0,0.0
165,2025-10-29,evening,25.770996921390307,568.0,1.0,0.0
165,2025-10-29,morning,20.899289866907196,376.0,1.0,0.0
165,2025-10-29,night,22.876789722969924,376.0,1.0,0.0
166,2025-10-29,evening,59.408124068123826,1036.0,1.0,0.0
166,2025-10-29,morning,36.292659398510644,660.0,1.0,0.0
166,2025-10-29,night,54.60320060974095,944.0,1.0,0.0
167,2025-10-29,evening,42.65586638717487,752.0,1.0,0.0
167,2025-10-29,morning,45.999622277376204,752.0,1.0,0.0
167,2025-10-29,night,7.465172651425446,284.0,1.0,0.0
168,2025-10-29,evening,76.889301829898,1320.0,1.0,0.0
168,2025-10-29,morning,13.530994812912507,284.0,1.0,0.0
168,2025-10-29,night,11.71217608908577,284.0,1.0,0.0
169,2025-10-29,evening,37.78505499575569,660.0,1.0,0.0
169,2025-10-29,morning,49.55574285921608,944.0,1.0,0.0
169,2025-10-29,night,51.465150753681755,944.0,1.0,0.0
170,2025-10-29,evening,61.90598840528149,1036.0,1.0,0.0
170,2025-10-29,morning,36.29744531379991,660.0,1.0,0.0
170,2025-10-29,night,37.15727790000746,660.0,1.0,0.0
171,2025-10-29,evening,24.77375487046968,568.0,1.0,0.0
171,2025-10-29,morning,6.677280932652078,284.0,1.0,0.0
171,2025-10-29,night,26.42812712318011,568.0,1.0,0.0
172,2025-10-29,evening,26.253066790916204,568.0,1.0,0.0
172,2025-10-29,morning,9.776230418511018,284.0,1.0,0.0
172,2025-10-29,night,9.889711247743605,284.0,1.0,0.0
173,2025-10-29,evening,21.667188738340467,376.0,1.0,0.0
173,2025-10-29,morning,37.6940275190008,660.0,1.0,0.0
173,2025-10-29,night,55.228413604430955,944.0,1.0,0.0
174,2025-10-29,evening,37.97563261190709,660.0,1.0,0.0
174,2025-10-29,morning,23.734023716871288,376.0,1.0,0.0
174,2025-10-29,night,18.3456461400404,376.0,1.0,0.0
175,2025-10-29,evening,41.07482161791785,752.0,1.0,0.0
175,2025-10-29,morning,36.522563343157174,660.0,1.0,0.0
175,2025-10-29,night,3.9264904382773222,200.0,1.0,0.0
176,2025-10-29,evening,78.14216524674653,1320.0,1.0,0.0
176,2025-10-29,morning,41.00624496636733,752.0,1.0,0.0
176,2025-10-29,night,41.22061250107854,752.0,1.0,0.0
177,2025-10-29,evening,63.47232391031979,1036.0,1.0,0.0
177,2025-10-29,morning,54.37255487314317,944.0,1.0,0.0
177,2025-10-29,night,6.214856498549404,284.0,1.0,0.0
178,2025-10-29,evening,72.12958092626809,1320.0,1.0,0.0
178,2025-10-29,morning,42.15489937112224,752.0,1.0,0.0
178,2025-10-29,night,56.692057486949594,1036.0,1.0,0.0
179,2025-10-29,evening,50.45181372985782,944.0,1.0,0.0
179,2025-10-29,morning,37.59487339404369,660.0,1.0,0.0
179,2025-10-29,night,31.169418392000104,568.0,1.0,0.0
180,2025-10-29,evening,68.1312520652123,1128.0,1.0,0.0
180,2025-10-29,morning,64.04462826620437,1128.0,1.0,0.0
180,2025-10-29,night,9.97882557443247,284.0,1.0,0.0
181,2025-10-29,evening,32.37237896273972,660.0,1.0,0.0
181,2025-10-29,morning,62.256085595388925,1036.0,1.0,0.0
181,2025-10-29,night,22.41379200382687,376.0,1.0,0.0
182,2025-10-29,evening,30.25507951768089,568.0,1.0,0.0
182,2025-10-29,morning,66.28996703874837,1128.0,1.0,0.0
182,2025-10-29,night,32.78798801676121,660.0,1.0,0.0
183,2025-10-29,evening,85.57463567458055,1412.0,1.0,0.0
183,2025-10-29,morning,63.87401869711543,1036.0,1.0,0.0
183,2025-10-29,night,13.130240434678234,284.0,1.0,0.0
184,2025-10-29,evening,39.12715297291885,660.0,1.0,0.0
184,2025-10-29,morning,47.660178040147244,752.0,1.0,0.0
184,2025-10-29,night,20.215054140034994,376.0,1.0,0.0
185,2025-10-29,evening,76.43420536516517,1320.0,1.0,0.0
185,2025-10-29,morning,20.752259919297934,376.0,1.0,0.0
185,2025-10-29,night,40.4560810432142,752.0,1.0,0.0
186,2025-10-29,evening,38.127008430434856,660.0,1.0,0.0
186,2025-10-29,morning,50.82182178294349,944.0,1.0,0.0
186,2025-10-29,night,43.81049269195236,752.0,1.0,0.0
187,2025-10-29,evening,25.135445916827404,568.0,1.0,0.0
187,2025-10-29,morning,56.58557641422267,1036.0,1.0,0.0
187,2025-10-29,night,8.413023710540283,284.0,1.0,0.0
188,2025-10-29,evening,69.43605530142447,1128.0,1.0,0.0
188,2025-10-29,morning,59.87388443759775,1036.0,1.0,0.0
188,2025-10-29,night,28.453872450416085,568.0,1.0,0.0
189,2025-10-29,evening,44.362954600490596,752.0,1.0,0.0
189,2025-10-29,morning,6.881742993435395,284.0,1.0,0.0
189,2025-10-29,night,28.577031456336826,568.0,1.0,0.0
190,2025-10-29,evening,75.55964526833581,1320.0,1.0,0.0
190,2025-10-29,morning,58.15660174357518,1036.0,1.0,0.0
190,2025-10-29,night,30.806806763828575,568.0,1.0,0.0
191,2025-10-29,evening,31.162681572716515,568.0,1.0,0.0
191,2025-10-29,morning,52.85310808209525,944.0,1.0,0.0
191,2025-10-29,night,29.06884975846817,568.0,1.0,0.0
192,2025-10-29,evening,74.6496431972564,1320.0,1.0,0.0
192,2025-10-29,morning,48.961462819668256,944.0,1.0,0.0
192,2025-10-29,night,41.895978263745256,752.0,1.0,0.0
193,2025-10-29,evening,43.930237158148834,752.0,1.0,0.0
193,2025-10-29,morning,7.796759240481714,284.0,1.0,0.0
193,2025-10-29,night,27.37908697839365,568.0,1.0,0.0
194,2025-10-29,evening,26.679910586713067,568.0,1.0,0.0
194,2025-10-29,morning,18.335967635916262,376.0,1.0,0.0
194,2025-10-29,night,36.33822145908173,660.0,1.0,0.0
195,2025-10-29,evening,35.80824098148834,660.0,1.0,0.0
195,2025-10-29,morning,32.90377106602889,660.0,1.0,0.0
195,2025-10-29,night,31.08839018683863,568.0,1.0,0.0
196,2025-10-29,evening,65.09778861801938,1128.0,1.0,0.0
196,2025-10-29,morning,14.891784317397123,284.0,1.0,0.0
196,2025-10-29,night,12.58770552573473,284.0,1.0,0.0
197,2025-10-29,evening,78.09494411932351,1320.0,1.0,0.0
197,2025-10-29,morning,15.26512629149656,284.0,1.0,0.0
197,2025-10-29,night,17.954375215550066,376.0,1.0,0.0
198,2025-10-29,evening,73.56963745307603,1320.0,1.0,0.0
198,2025-10-29,morning,13.624749759630758,284.0,1.0,0.0
198,2025-10-29,night,54.16568119517654,944.0,1.0,0.0
199,2025-10-29,evening,85.86323363366222,1412.0,1.0,0.0
199,2025-10-29,morning,43.84272365777974,752.0,1.0,0.0
199,2025-10-29,night,52.14007495695937,944.0,1.0,0.0
